,worker_id,label,reward,value_surplus,seq_length,front_amount
1644,435021,0,reward_6m_265,55,6m,265
1645,435022,1,reward_6m_265,35,6m,265
1646,435024,1,reward_6m_265,45,6m,265
1647,435026,1,reward_6m_265,35,6m,265
1648,435027,0,reward_6m_265,60,6m,265
1649,435028,0,reward_6m_265,60,6m,265
1650,435029,0,reward_6m_265,60,6m,265
1651,435030,1,reward_6m_265,0,6m,265
1652,435031,1,reward_6m_265,60,6m,265
1653,435032,1,reward_6m_265,35,6m,265
1654,435033,1,reward_6m_265,10,6m,265
1655,435035,0,reward_6m_265,60,6m,265
1656,435036,1,reward_6m_265,134,6m,265
1657,435038,0,reward_6m_265,85,6m,265
1658,435039,0,reward_6m_265,60,6m,265
1659,435040,0,reward_6m_265,60,6m,265
1660,435041,0,reward_6m_265,60,6m,265
1661,435042,1,reward_6m_265,35,6m,265
1662,435043,0,reward_6m_265,60,6m,265
1663,435045,0,reward_6m_265,85,6m,265
1664,435046,1,reward_6m_265,10,6m,265
1665,435049,1,reward_6m_265,30,6m,265
1666,435052,0,reward_6m_265,50,6m,265
1667,435053,0,reward_6m_265,35,6m,265
1668,435054,0,reward_6m_265,60,6m,265
1669,435055,0,reward_6m_265,60,6m,265
1670,435056,1,reward_6m_265,35,6m,265
1671,435057,0,reward_6m_265,60,6m,265
1672,435060,1,reward_6m_265,30,6m,265
1673,435062,0,reward_6m_265,60,6m,265
1674,435063,1,reward_6m_265,35,6m,265
1675,435064,0,reward_6m_265,60,6m,265
1676,435065,1,reward_6m_265,35,6m,265
1677,435066,0,reward_6m_265,60,6m,265
1678,435067,0,reward_6m_265,60,6m,265
1679,435068,1,reward_6m_265,25,6m,265
1680,435069,0,reward_6m_265,60,6m,265
1681,435070,0,reward_6m_265,55,6m,265
1682,435072,0,reward_6m_265,85,6m,265
1683,435074,1,reward_6m_265,25,6m,265
1684,435075,1,reward_6m_265,60,6m,265
1685,435076,1,reward_6m_265,15,6m,265
1686,435077,0,reward_6m_265,5,6m,265
1687,435079,0,reward_6m_265,60,6m,265
1688,435080,0,reward_6m_265,35,6m,265
1689,435081,1,reward_6m_265,35,6m,265
1690,435083,0,reward_6m_265,50,6m,265
1691,435084,1,reward_6m_265,35,6m,265
1692,435086,0,reward_6m_265,85,6m,265
1693,435087,0,reward_6m_265,85,6m,265
1694,435089,0,reward_6m_265,-45,6m,265
1695,435092,0,reward_6m_265,60,6m,265
1696,435093,1,reward_6m_265,0,6m,265
1697,435095,0,reward_6m_265,60,6m,265
1698,435096,0,reward_6m_265,60,6m,265
1699,435097,0,reward_6m_265,60,6m,265
1700,435098,1,reward_6m_265,35,6m,265
1701,435099,0,reward_6m_265,65,6m,265
1702,435100,1,reward_6m_265,35,6m,265
1703,435101,1,reward_6m_265,15,6m,265
1704,435103,0,reward_6m_265,60,6m,265
1705,435104,1,reward_6m_265,25,6m,265
1706,435105,0,reward_6m_265,60,6m,265
1707,435106,0,reward_6m_265,60,6m,265
1708,435107,1,reward_6m_265,35,6m,265
1709,435108,1,reward_6m_265,10,6m,265
1710,435110,0,reward_6m_265,60,6m,265
1711,435111,0,reward_6m_265,60,6m,265
1712,435113,1,reward_6m_265,35,6m,265
1713,435114,0,reward_6m_265,60,6m,265
1714,435115,0,reward_6m_265,45,6m,265
1715,435116,0,reward_6m_265,65,6m,265
1716,435117,0,reward_6m_265,70,6m,265
1717,435118,0,reward_6m_265,60,6m,265
1718,435119,1,reward_6m_265,45,6m,265
1719,435120,0,reward_6m_265,85,6m,265
1720,435121,0,reward_6m_265,55,6m,265
1721,435122,0,reward_6m_265,60,6m,265
1722,435123,1,reward_6m_265,35,6m,265
1723,435124,1,reward_6m_265,55,6m,265
1724,435130,0,reward_6m_265,35,6m,265
1725,435131,0,reward_6m_265,55,6m,265
1726,435132,1,reward_6m_265,0,6m,265
1727,434923,0,reward_6m_345,60,6m,345
1728,434926,0,reward_6m_345,60,6m,345
1729,434927,0,reward_6m_345,65,6m,345
1730,434928,1,reward_6m_345,55,6m,345
1731,434930,0,reward_6m_345,60,6m,345
1732,434931,0,reward_6m_345,60,6m,345
1733,434932,0,reward_6m_345,255,6m,345
1734,434934,0,reward_6m_345,55,6m,345
1735,434935,1,reward_6m_345,55,6m,345
1736,434936,1,reward_6m_345,30,6m,345
1737,434937,1,reward_6m_345,-45,6m,345
1738,434940,0,reward_6m_345,60,6m,345
1739,434941,0,reward_6m_345,60,6m,345
1740,434942,1,reward_6m_345,55,6m,345
1741,434943,0,reward_6m_345,65,6m,345
1742,434944,0,reward_6m_345,60,6m,345
1743,434945,0,reward_6m_345,60,6m,345
1744,434946,1,reward_6m_345,40,6m,345
1745,434947,0,reward_6m_345,60,6m,345
1746,434949,1,reward_6m_345,40,6m,345
1747,434952,0,reward_6m_345,60,6m,345
1748,434953,1,reward_6m_345,60,6m,345
1749,434954,0,reward_6m_345,60,6m,345
1750,434955,0,reward_6m_345,60,6m,345
1751,434957,0,reward_6m_345,55,6m,345
1752,434958,0,reward_6m_345,60,6m,345
1753,434959,0,reward_6m_345,45,6m,345
1754,434960,0,reward_6m_345,80,6m,345
1755,434961,0,reward_6m_345,60,6m,345
1756,434962,0,reward_6m_345,60,6m,345
1757,434963,0,reward_6m_345,55,6m,345
1758,434964,0,reward_6m_345,65,6m,345
1759,434966,1,reward_6m_345,50,6m,345
1760,434967,0,reward_6m_345,105,6m,345
1761,434968,0,reward_6m_345,60,6m,345
1762,434971,0,reward_6m_345,60,6m,345
1763,434974,1,reward_6m_345,55,6m,345
1764,434976,0,reward_6m_345,60,6m,345
1765,434977,1,reward_6m_345,60,6m,345
1766,434978,0,reward_6m_345,45,6m,345
1767,434979,1,reward_6m_345,45,6m,345
1768,434980,0,reward_6m_345,155,6m,345
1769,434981,0,reward_6m_345,60,6m,345
1770,434982,0,reward_6m_345,60,6m,345
1771,434983,0,reward_6m_345,60,6m,345
1772,434984,0,reward_6m_345,55,6m,345
1773,434985,0,reward_6m_345,60,6m,345
1774,434986,1,reward_6m_345,35,6m,345
1775,434988,0,reward_6m_345,60,6m,345
1776,434989,0,reward_6m_345,60,6m,345
1777,434990,0,reward_6m_345,60,6m,345
1778,434992,0,reward_6m_345,60,6m,345
1779,434993,1,reward_6m_345,35,6m,345
1780,434995,1,reward_6m_345,5,6m,345
1781,434996,0,reward_6m_345,60,6m,345
1782,434997,0,reward_6m_345,60,6m,345
1783,434998,1,reward_6m_345,35,6m,345
1784,434999,0,reward_6m_345,60,6m,345
1785,435000,0,reward_6m_345,60,6m,345
1786,435002,0,reward_6m_345,55,6m,345
1787,435003,1,reward_6m_345,55,6m,345
1788,435004,0,reward_6m_345,55,6m,345
1789,435005,0,reward_6m_345,50,6m,345
1790,435008,1,reward_6m_345,45,6m,345
1791,435009,0,reward_6m_345,105,6m,345
1792,435010,0,reward_6m_345,60,6m,345
1793,435011,0,reward_6m_345,155,6m,345
1794,435013,0,reward_6m_345,60,6m,345
1795,435015,0,reward_6m_345,60,6m,345
1796,435016,0,reward_6m_345,55,6m,345
1797,435017,0,reward_6m_345,60,6m,345
1798,435018,0,reward_6m_345,60,6m,345
1799,435019,1,reward_6m_345,35,6m,345
1800,435020,0,reward_6m_345,50,6m,345
1801,435021,0,reward_6m_345,45,6m,345
1802,435022,1,reward_6m_345,30,6m,345
1803,435024,1,reward_6m_345,35,6m,345
1804,435026,1,reward_6m_345,0,6m,345
1805,435027,0,reward_6m_345,60,6m,345
1806,435028,0,reward_6m_345,60,6m,345
1807,435029,0,reward_6m_345,60,6m,345
1808,435030,1,reward_6m_345,0,6m,345
1809,435031,1,reward_6m_345,5,6m,345
1810,435032,1,reward_6m_345,30,6m,345
1811,435033,1,reward_6m_345,10,6m,345
1812,435035,0,reward_6m_345,60,6m,345
1813,435036,1,reward_6m_345,35,6m,345
1814,435038,0,reward_6m_345,55,6m,345
1815,435039,0,reward_6m_345,60,6m,345
1816,435040,0,reward_6m_345,60,6m,345
1817,435041,0,reward_6m_345,60,6m,345
1818,435042,1,reward_6m_345,25,6m,345
1819,435043,0,reward_6m_345,65,6m,345
1820,435045,0,reward_6m_345,65,6m,345
1821,435046,1,reward_6m_345,30,6m,345
1822,435049,1,reward_6m_345,30,6m,345
1823,435052,0,reward_6m_345,45,6m,345
1824,435053,0,reward_6m_345,55,6m,345
1825,435054,0,reward_6m_345,60,6m,345
1826,435055,0,reward_6m_345,60,6m,345
1827,435056,1,reward_6m_345,35,6m,345
1828,435057,0,reward_6m_345,55,6m,345
1829,435060,1,reward_6m_345,30,6m,345
1830,435062,0,reward_6m_345,60,6m,345
1831,435063,1,reward_6m_345,35,6m,345
1832,435064,0,reward_6m_345,60,6m,345
1833,435065,1,reward_6m_345,25,6m,345
1834,435066,0,reward_6m_345,60,6m,345
1835,435067,0,reward_6m_345,60,6m,345
1836,435068,1,reward_6m_345,35,6m,345
1837,435069,0,reward_6m_345,60,6m,345
1838,435070,0,reward_6m_345,55,6m,345
1839,435072,0,reward_6m_345,55,6m,345
1840,435074,1,reward_6m_345,25,6m,345
1841,435075,1,reward_6m_345,60,6m,345
1842,435076,1,reward_6m_345,30,6m,345
1843,435077,0,reward_6m_345,155,6m,345
1844,435079,0,reward_6m_345,60,6m,345
1845,435080,0,reward_6m_345,60,6m,345
1846,435081,1,reward_6m_345,5,6m,345
1847,435083,0,reward_6m_345,60,6m,345
1848,435084,1,reward_6m_345,0,6m,345
1849,435086,0,reward_6m_345,105,6m,345
1850,435087,0,reward_6m_345,55,6m,345
1851,435089,0,reward_6m_345,55,6m,345
1852,435092,0,reward_6m_345,60,6m,345
1853,435093,1,reward_6m_345,60,6m,345
1854,435095,0,reward_6m_345,60,6m,345
1855,435096,0,reward_6m_345,60,6m,345
1856,435097,0,reward_6m_345,60,6m,345
1857,435098,1,reward_6m_345,55,6m,345
1858,435099,0,reward_6m_345,55,6m,345
1859,435100,1,reward_6m_345,35,6m,345
1860,435101,1,reward_6m_345,25,6m,345
1861,435103,0,reward_6m_345,60,6m,345
1862,435104,1,reward_6m_345,25,6m,345
1863,435105,0,reward_6m_345,60,6m,345
1864,435106,0,reward_6m_345,60,6m,345
1865,435107,1,reward_6m_345,40,6m,345
1866,435108,1,reward_6m_345,10,6m,345
1867,435110,0,reward_6m_345,60,6m,345
1868,435111,0,reward_6m_345,60,6m,345
1869,435113,1,reward_6m_345,35,6m,345
1870,435114,0,reward_6m_345,60,6m,345
1871,435115,0,reward_6m_345,45,6m,345
1872,435116,0,reward_6m_345,85,6m,345
1873,435117,0,reward_6m_345,60,6m,345
1874,435118,0,reward_6m_345,60,6m,345
1875,435119,1,reward_6m_345,55,6m,345
1876,435120,0,reward_6m_345,105,6m,345
1877,435121,0,reward_6m_345,55,6m,345
1878,435122,0,reward_6m_345,60,6m,345
1879,435123,1,reward_6m_345,45,6m,345
1880,435124,1,reward_6m_345,15,6m,345
1881,435130,0,reward_6m_345,55,6m,345
1882,435131,0,reward_6m_345,55,6m,345
1883,435132,1,reward_6m_345,0,6m,345
1884,434923,0,reward_6m_425,60,6m,425
1885,434926,0,reward_6m_425,60,6m,425
1886,434927,0,reward_6m_425,65,6m,425
1887,434928,1,reward_6m_425,25,6m,425
1888,434930,0,reward_6m_425,60,6m,425
1889,434931,0,reward_6m_425,60,6m,425
1890,434932,0,reward_6m_425,375,6m,425
1891,434934,0,reward_6m_425,57,6m,425
1892,434935,1,reward_6m_425,75,6m,425
1893,434936,1,reward_6m_425,25,6m,425
1894,434937,1,reward_6m_425,-50,6m,425
1895,434940,0,reward_6m_425,60,6m,425
1896,434941,0,reward_6m_425,60,6m,425
1897,434942,1,reward_6m_425,75,6m,425
1898,434943,0,reward_6m_425,75,6m,425
1899,434944,0,reward_6m_425,60,6m,425
1900,434945,0,reward_6m_425,60,6m,425
1901,434946,1,reward_6m_425,25,6m,425
1902,434947,0,reward_6m_425,60,6m,425
1903,434949,1,reward_6m_425,35,6m,425
1904,434952,0,reward_6m_425,60,6m,425
1905,434953,1,reward_6m_425,60,6m,425
1906,434954,0,reward_6m_425,60,6m,425
1907,434955,0,reward_6m_425,60,6m,425
1908,434957,0,reward_6m_425,50,6m,425
1909,434958,0,reward_6m_425,60,6m,425
1910,434959,0,reward_6m_425,75,6m,425
1911,434960,0,reward_6m_425,125,6m,425
1912,434961,0,reward_6m_425,60,6m,425
1913,434962,0,reward_6m_425,60,6m,425
1914,434963,0,reward_6m_425,55,6m,425
1915,434964,0,reward_6m_425,65,6m,425
1916,434966,1,reward_6m_425,25,6m,425
1917,434967,0,reward_6m_425,95,6m,425
1918,434968,0,reward_6m_425,60,6m,425
1919,434971,0,reward_6m_425,65,6m,425
1920,434974,1,reward_6m_425,-25,6m,425
1921,434976,0,reward_6m_425,60,6m,425
1922,434977,1,reward_6m_425,0,6m,425
1923,434978,0,reward_6m_425,45,6m,425
1924,434979,1,reward_6m_425,35,6m,425
1925,434980,0,reward_6m_425,75,6m,425
1926,434981,0,reward_6m_425,60,6m,425
1927,434982,0,reward_6m_425,60,6m,425
1928,434983,0,reward_6m_425,60,6m,425
1929,434984,0,reward_6m_425,55,6m,425
1930,434985,0,reward_6m_425,60,6m,425
1931,434986,1,reward_6m_425,35,6m,425
1932,434988,0,reward_6m_425,60,6m,425
1933,434989,0,reward_6m_425,60,6m,425
1934,434990,0,reward_6m_425,60,6m,425
1935,434992,0,reward_6m_425,60,6m,425
1936,434993,1,reward_6m_425,25,6m,425
1937,434995,1,reward_6m_425,75,6m,425
1938,434996,0,reward_6m_425,60,6m,425
1939,434997,0,reward_6m_425,60,6m,425
1940,434998,1,reward_6m_425,35,6m,425
1941,434999,0,reward_6m_425,40,6m,425
1942,435000,0,reward_6m_425,60,6m,425
1943,435002,0,reward_6m_425,25,6m,425
1944,435003,1,reward_6m_425,25,6m,425
1945,435004,0,reward_6m_425,55,6m,425
1946,435005,0,reward_6m_425,50,6m,425
1947,435008,1,reward_6m_425,70,6m,425
1948,435009,0,reward_6m_425,75,6m,425
1949,435010,0,reward_6m_425,60,6m,425
1950,435011,0,reward_6m_425,75,6m,425
1951,435013,0,reward_6m_425,60,6m,425
1952,435015,0,reward_6m_425,60,6m,425
1953,435016,0,reward_6m_425,60,6m,425
1954,435017,0,reward_6m_425,60,6m,425
1955,435018,0,reward_6m_425,60,6m,425
1956,435019,1,reward_6m_425,40,6m,425
1957,435020,0,reward_6m_425,50,6m,425
1958,435021,0,reward_6m_425,55,6m,425
1959,435022,1,reward_6m_425,50,6m,425
1960,435024,1,reward_6m_425,25,6m,425
1961,435026,1,reward_6m_425,0,6m,425
1962,435027,0,reward_6m_425,60,6m,425
1963,435028,0,reward_6m_425,60,6m,425
1964,435029,0,reward_6m_425,60,6m,425
1965,435030,1,reward_6m_425,0,6m,425
1966,435031,1,reward_6m_425,60,6m,425
1967,435032,1,reward_6m_425,25,6m,425
1968,435033,1,reward_6m_425,10,6m,425
1969,435035,0,reward_6m_425,60,6m,425
1970,435036,1,reward_6m_425,25,6m,425
1971,435038,0,reward_6m_425,60,6m,425
1972,435039,0,reward_6m_425,60,6m,425
1973,435040,0,reward_6m_425,60,6m,425
1974,435041,0,reward_6m_425,60,6m,425
1975,435042,1,reward_6m_425,25,6m,425
1976,435043,0,reward_6m_425,60,6m,425
1977,435045,0,reward_6m_425,65,6m,425
1978,435046,1,reward_6m_425,5,6m,425
1979,435049,1,reward_6m_425,10,6m,425
1980,435052,0,reward_6m_425,45,6m,425
1981,435053,0,reward_6m_425,25,6m,425
1982,435054,0,reward_6m_425,60,6m,425
1983,435055,0,reward_6m_425,60,6m,425
1984,435056,1,reward_6m_425,35,6m,425
1985,435057,0,reward_6m_425,55,6m,425
1986,435060,1,reward_6m_425,30,6m,425
1987,435062,0,reward_6m_425,60,6m,425
1988,435063,1,reward_6m_425,25,6m,425
1989,435064,0,reward_6m_425,60,6m,425
1990,435065,1,reward_6m_425,25,6m,425
1991,435066,0,reward_6m_425,60,6m,425
1992,435067,0,reward_6m_425,60,6m,425
1993,435068,1,reward_6m_425,15,6m,425
1994,435069,0,reward_6m_425,60,6m,425
1995,435070,0,reward_6m_425,50,6m,425
1996,435072,0,reward_6m_425,75,6m,425
1997,435074,1,reward_6m_425,25,6m,425
1998,435075,1,reward_6m_425,60,6m,425
1999,435076,1,reward_6m_425,15,6m,425
2000,435077,0,reward_6m_425,75,6m,425
2001,435079,0,reward_6m_425,60,6m,425
2002,435080,0,reward_6m_425,60,6m,425
2003,435081,1,reward_6m_425,0,6m,425
2004,435083,0,reward_6m_425,60,6m,425
2005,435084,1,reward_6m_425,0,6m,425
2006,435086,0,reward_6m_425,75,6m,425
2007,435087,0,reward_6m_425,75,6m,425
2008,435089,0,reward_6m_425,55,6m,425
2009,435092,0,reward_6m_425,60,6m,425
2010,435093,1,reward_6m_425,50,6m,425
2011,435095,0,reward_6m_425,60,6m,425
2012,435096,0,reward_6m_425,60,6m,425
2013,435097,0,reward_6m_425,60,6m,425
2014,435098,1,reward_6m_425,25,6m,425
2015,435099,0,reward_6m_425,65,6m,425
2016,435100,1,reward_6m_425,35,6m,425
2017,435101,1,reward_6m_425,25,6m,425
2018,435103,0,reward_6m_425,60,6m,425
2019,435104,1,reward_6m_425,25,6m,425
2020,435105,0,reward_6m_425,60,6m,425
2021,435106,0,reward_6m_425,60,6m,425
2022,435107,1,reward_6m_425,40,6m,425
2023,435108,1,reward_6m_425,30,6m,425
2024,435110,0,reward_6m_425,60,6m,425
2025,435111,0,reward_6m_425,60,6m,425
2026,435113,1,reward_6m_425,45,6m,425
2027,435114,0,reward_6m_425,60,6m,425
2028,435115,0,reward_6m_425,50,6m,425
2029,435116,0,reward_6m_425,95,6m,425
2030,435117,0,reward_6m_425,50,6m,425
2031,435118,0,reward_6m_425,60,6m,425
2032,435119,1,reward_6m_425,25,6m,425
2033,435120,0,reward_6m_425,75,6m,425
2034,435121,0,reward_6m_425,75,6m,425
2035,435122,0,reward_6m_425,60,6m,425
2036,435123,1,reward_6m_425,25,6m,425
2037,435124,1,reward_6m_425,45,6m,425
2038,435130,0,reward_6m_425,55,6m,425
2039,435131,0,reward_6m_425,55,6m,425
2040,435132,1,reward_6m_425,0,6m,425
2041,434923,0,reward_6m_505,60,6m,505
2042,434926,0,reward_6m_505,60,6m,505
2043,434927,0,reward_6m_505,65,6m,505
2044,434928,1,reward_6m_505,45,6m,505
2045,434930,0,reward_6m_505,60,6m,505
2046,434931,0,reward_6m_505,60,6m,505
2047,434932,0,reward_6m_505,0,6m,505
2048,434934,0,reward_6m_505,55,6m,505
2049,434935,1,reward_6m_505,45,6m,505
2050,434936,1,reward_6m_505,45,6m,505
2051,434937,1,reward_6m_505,0,6m,505
2052,434940,0,reward_6m_505,60,6m,505
2053,434941,0,reward_6m_505,60,6m,505
2054,434942,1,reward_6m_505,25,6m,505
2055,434943,0,reward_6m_505,70,6m,505
2056,434944,0,reward_6m_505,60,6m,505
2057,434945,0,reward_6m_505,60,6m,505
2058,434946,1,reward_6m_505,45,6m,505
2059,434947,0,reward_6m_505,60,6m,505
2060,434949,1,reward_6m_505,45,6m,505
2061,434952,0,reward_6m_505,60,6m,505
2062,434953,1,reward_6m_505,60,6m,505
2063,434954,0,reward_6m_505,60,6m,505
2064,434955,0,reward_6m_505,60,6m,505
2065,434957,0,reward_6m_505,45,6m,505
2066,434958,0,reward_6m_505,60,6m,505
2067,434959,0,reward_6m_505,60,6m,505
2068,434960,0,reward_6m_505,70,6m,505
2069,434961,0,reward_6m_505,60,6m,505
2070,434962,0,reward_6m_505,60,6m,505
2071,434963,0,reward_6m_505,58,6m,505
2072,434964,0,reward_6m_505,65,6m,505
2073,434966,1,reward_6m_505,45,6m,505
2074,434967,0,reward_6m_505,95,6m,505
2075,434968,0,reward_6m_505,60,6m,505
2076,434971,0,reward_6m_505,60,6m,505
2077,434974,1,reward_6m_505,45,6m,505
2078,434976,0,reward_6m_505,60,6m,505
2079,434977,1,reward_6m_505,60,6m,505
2080,434978,0,reward_6m_505,40,6m,505
2081,434979,1,reward_6m_505,40,6m,505
2082,434980,0,reward_6m_505,95,6m,505
2083,434981,0,reward_6m_505,60,6m,505
2084,434982,0,reward_6m_505,60,6m,505
2085,434983,0,reward_6m_505,60,6m,505
2086,434984,0,reward_6m_505,55,6m,505
2087,434985,0,reward_6m_505,60,6m,505
2088,434986,1,reward_6m_505,35,6m,505
2089,434988,0,reward_6m_505,60,6m,505
2090,434989,0,reward_6m_505,60,6m,505
2091,434990,0,reward_6m_505,60,6m,505
2092,434992,0,reward_6m_505,60,6m,505
2093,434993,1,reward_6m_505,20,6m,505
2094,434995,1,reward_6m_505,45,6m,505
2095,434996,0,reward_6m_505,60,6m,505
2096,434997,0,reward_6m_505,60,6m,505
2097,434998,1,reward_6m_505,45,6m,505
2098,434999,0,reward_6m_505,60,6m,505
2099,435000,0,reward_6m_505,60,6m,505
2100,435002,0,reward_6m_505,55,6m,505
2101,435003,1,reward_6m_505,6,6m,505
2102,435004,0,reward_6m_505,55,6m,505
2103,435005,0,reward_6m_505,45,6m,505
2104,435008,1,reward_6m_505,45,6m,505
2105,435009,0,reward_6m_505,75,6m,505
2106,435010,0,reward_6m_505,60,6m,505
2107,435011,0,reward_6m_505,85,6m,505
2108,435013,0,reward_6m_505,60,6m,505
2109,435015,0,reward_6m_505,60,6m,505
2110,435016,0,reward_6m_505,60,6m,505
2111,435017,0,reward_6m_505,60,6m,505
2112,435018,0,reward_6m_505,60,6m,505
2113,435019,1,reward_6m_505,35,6m,505
2114,435020,0,reward_6m_505,50,6m,505
2115,435021,0,reward_6m_505,60,6m,505
2116,435022,1,reward_6m_505,25,6m,505
2117,435024,1,reward_6m_505,35,6m,505
2118,435026,1,reward_6m_505,0,6m,505
2119,435027,0,reward_6m_505,60,6m,505
2120,435028,0,reward_6m_505,60,6m,505
2121,435029,0,reward_6m_505,60,6m,505
2122,435030,1,reward_6m_505,0,6m,505
2123,435031,1,reward_6m_505,55,6m,505
2124,435032,1,reward_6m_505,35,6m,505
2125,435033,1,reward_6m_505,15,6m,505
2126,435035,0,reward_6m_505,60,6m,505
2127,435036,1,reward_6m_505,35,6m,505
2128,435038,0,reward_6m_505,45,6m,505
2129,435039,0,reward_6m_505,60,6m,505
2130,435040,0,reward_6m_505,60,6m,505
2131,435041,0,reward_6m_505,60,6m,505
2132,435042,1,reward_6m_505,30,6m,505
2133,435043,0,reward_6m_505,60,6m,505
2134,435045,0,reward_6m_505,65,6m,505
2135,435046,1,reward_6m_505,5,6m,505
2136,435049,1,reward_6m_505,30,6m,505
2137,435052,0,reward_6m_505,45,6m,505
2138,435053,0,reward_6m_505,45,6m,505
2139,435054,0,reward_6m_505,60,6m,505
2140,435055,0,reward_6m_505,60,6m,505
2141,435056,1,reward_6m_505,45,6m,505
2142,435057,0,reward_6m_505,60,6m,505
2143,435060,1,reward_6m_505,30,6m,505
2144,435062,0,reward_6m_505,60,6m,505
2145,435063,1,reward_6m_505,45,6m,505
2146,435064,0,reward_6m_505,60,6m,505
2147,435065,1,reward_6m_505,15,6m,505
2148,435066,0,reward_6m_505,60,6m,505
2149,435067,0,reward_6m_505,60,6m,505
2150,435068,1,reward_6m_505,35,6m,505
2151,435069,0,reward_6m_505,60,6m,505
2152,435070,0,reward_6m_505,50,6m,505
2153,435072,0,reward_6m_505,45,6m,505
2154,435074,1,reward_6m_505,35,6m,505
2155,435075,1,reward_6m_505,60,6m,505
2156,435076,1,reward_6m_505,20,6m,505
2157,435077,0,reward_6m_505,95,6m,505
2158,435079,0,reward_6m_505,60,6m,505
2159,435080,0,reward_6m_505,60,6m,505
2160,435081,1,reward_6m_505,45,6m,505
2161,435083,0,reward_6m_505,60,6m,505
2162,435084,1,reward_6m_505,20,6m,505
2163,435086,0,reward_6m_505,95,6m,505
2164,435087,0,reward_6m_505,65,6m,505
2165,435089,0,reward_6m_505,55,6m,505
2166,435092,0,reward_6m_505,60,6m,505
2167,435093,1,reward_6m_505,0,6m,505
2168,435095,0,reward_6m_505,60,6m,505
2169,435096,0,reward_6m_505,60,6m,505
2170,435097,0,reward_6m_505,60,6m,505
2171,435098,1,reward_6m_505,45,6m,505
2172,435099,0,reward_6m_505,65,6m,505
2173,435100,1,reward_6m_505,45,6m,505
2174,435101,1,reward_6m_505,15,6m,505
2175,435103,0,reward_6m_505,60,6m,505
2176,435104,1,reward_6m_505,45,6m,505
2177,435105,0,reward_6m_505,60,6m,505
2178,435106,0,reward_6m_505,60,6m,505
2179,435107,1,reward_6m_505,45,6m,505
2180,435108,1,reward_6m_505,45,6m,505
2181,435110,0,reward_6m_505,60,6m,505
2182,435111,0,reward_6m_505,60,6m,505
2183,435113,1,reward_6m_505,35,6m,505
2184,435114,0,reward_6m_505,60,6m,505
2185,435115,0,reward_6m_505,45,6m,505
2186,435116,0,reward_6m_505,95,6m,505
2187,435117,0,reward_6m_505,60,6m,505
2188,435118,0,reward_6m_505,60,6m,505
2189,435119,1,reward_6m_505,45,6m,505
2190,435120,0,reward_6m_505,95,6m,505
2191,435121,0,reward_6m_505,75,6m,505
2192,435122,0,reward_6m_505,60,6m,505
2193,435123,1,reward_6m_505,45,6m,505
2194,435124,1,reward_6m_505,15,6m,505
2195,435130,0,reward_6m_505,45,6m,505
2196,435131,0,reward_6m_505,55,6m,505
2197,435132,1,reward_6m_505,0,6m,505
